"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"OST4.2",0.00159210685560765,-0.304296504201305,0.484,0.713,1,"Mesangial cells","OST4"
"RHOA.5",0.00160993788234652,-0.31556148575763,0.371,0.612,1,"Mesangial cells","RHOA"
"MORF4L1.2",0.00161217594837689,0.304818325375571,0.565,0.522,1,"Mesangial cells","MORF4L1"
"MGST3.8",0.00176053681232813,-0.332483325037861,0.387,0.576,1,"Mesangial cells","MGST3"
"LAMTOR4.4",0.00190605439322346,0.266293493340507,0.629,0.534,1,"Mesangial cells","LAMTOR4"
"NFKBIA.7",0.00205596256402549,-0.324825823163394,0.419,0.624,1,"Mesangial cells","NFKBIA"
"ANXA2.8",0.00220665717794498,-0.295386389600604,0.5,0.668,1,"Mesangial cells","ANXA2"
"PRDX1.4",0.00231303455521587,-0.299040813775994,0.435,0.638,1,"Mesangial cells","PRDX1"
"NACA.1",0.0024579966210857,-0.26626482213646,0.548,0.706,1,"Mesangial cells","NACA"
"SRSF5",0.00267967944784122,0.319577563611502,0.532,0.449,1,"Mesangial cells","SRSF5"
"CUTA.1",0.00292952949154163,0.297144800647541,0.532,0.433,1,"Mesangial cells","CUTA"
"PABPC1.3",0.00304740449017094,-0.293485320712836,0.484,0.676,1,"Mesangial cells","PABPC1"
"DAD1",0.00307634866490654,-0.298058128005206,0.306,0.512,1,"Mesangial cells","DAD1"
"UQCRH.8",0.00327335899783795,-0.265632079807913,0.5,0.664,1,"Mesangial cells","UQCRH"
"CYB5A.7",0.00345388106284837,-0.27471411171606,0.258,0.5,1,"Mesangial cells","CYB5A"
"KDELR2.9",0.00370080452476487,-0.293680733958282,0.323,0.517,1,"Mesangial cells","KDELR2"
"PKM.2",0.00446952868128216,0.302560673411774,0.516,0.407,1,"Mesangial cells","PKM"
"DBI.7",0.00448359809142381,-0.297032348604524,0.339,0.585,1,"Mesangial cells","DBI"
"EIF3E.1",0.00455129085801406,-0.280224763920517,0.29,0.511,1,"Mesangial cells","EIF3E"
"PGC.10",0.00476419893660163,-0.333560798964345,0.613,0.691,1,"Mesangial cells","PGC"
"S100A10.8",0.00560579788890472,-0.286437970988997,0.484,0.672,1,"Mesangial cells","S100A10"
"C12orf75.2",0.00635434848765415,0.305379715039337,0.516,0.414,1,"Mesangial cells","C12orf75"
"ARPC3.3",0.00810869770134116,-0.2669009595466,0.323,0.52,1,"Mesangial cells","ARPC3"
"UQCRB.2",0.00870813985084817,-0.265108022811872,0.435,0.593,1,"Mesangial cells","UQCRB"
"KCNMB1",4.9520708626468e-61,0.995432355851567,0.5,0.004,1.02894128384075e-56,"Astrocytes","KCNMB1"
"HHIP",2.87081050218673e-58,1.26003659000016,0.5,0.004,5.96497006144359e-54,"Astrocytes","HHIP"
"ACTG2",6.86310039024087e-51,1.2701042058483,0.5,0.004,1.42601499908425e-46,"Astrocytes","ACTG2"
"CNN1",4.69340193347296e-49,1.25805083779874,0.5,0.005,9.75195053737012e-45,"Astrocytes","CNN1"
"ANGPT1",1.26456554423931e-44,1.04249356694107,0.5,0.005,2.62751428782043e-40,"Astrocytes","ANGPT1"
"FERMT2",3.0176354266521e-26,1.37943275267477,0.75,0.02,6.27004288949774e-22,"Astrocytes","FERMT2"
"MCAM",1.79166008799618e-19,1.02561414632521,0.5,0.012,3.72271133083847e-15,"Astrocytes","MCAM"
"ACTA2",2.45556998930808e-19,1.74368433893566,0.75,0.027,5.10218332378433e-15,"Astrocytes","ACTA2"
"HDGFRP3",5.09231584248247e-17,1.02060577753482,0.5,0.014,1.05808138575101e-12,"Astrocytes","HDGFRP3"
"RUNX1T1",1.38553809505184e-16,1.0138219756039,0.5,0.014,2.87887105389872e-12,"Astrocytes","RUNX1T1"
"TGFBR3",7.03501335920907e-16,0.976088037130478,0.5,0.015,1.46173507577646e-11,"Astrocytes","TGFBR3"
"ZNF512",3.19566279793259e-15,0.977163250700253,0.5,0.016,6.63994816154434e-11,"Astrocytes","ZNF512"
"SPG20",1.40785652275221e-14,1.35284866526571,0.75,0.038,2.92524428297455e-10,"Astrocytes","SPG20"
"MYLK",1.39831504244011e-13,1.2681524345921,0.5,0.018,2.90541899518207e-09,"Astrocytes","MYLK"
"TAF9B",5.78607499766032e-12,1.07071521352706,0.5,0.021,1.20223066301386e-07,"Astrocytes","TAF9B"
"DTX3",1.14905688438216e-11,1.01576996224728,0.5,0.021,2.38751039436926e-07,"Astrocytes","DTX3"
"TTLL7",3.06700263091748e-11,0.963819977835022,0.5,0.022,6.37261806652034e-07,"Astrocytes","TTLL7"
"MTA2",4.01897038947883e-11,1.01758771762572,0.5,0.022,8.35061667525912e-07,"Astrocytes","MTA2"
"TMSB15B",6.45321615922563e-10,0.957997460308214,0.5,0.025,1.3408492535639e-05,"Astrocytes","TMSB15B"
"DNAJB4",9.76622706659521e-10,1.31537944320401,0.75,0.059,2.02922665989715e-05,"Astrocytes","DNAJB4"
"COL4A1.1",2.17410984774514e-09,0.985282141407802,0.5,0.026,4.51736544164485e-05,"Astrocytes","COL4A1"
"NOC3L",2.78308563580434e-09,0.962843499157643,0.5,0.027,5.78269533407425e-05,"Astrocytes","NOC3L"
"ST5",1.48751995036238e-08,1.31035551504187,0.75,0.07,0.000309076895286295,"Astrocytes","ST5"
"LTBP1",9.2301261604306e-08,1.09658594939436,0.5,0.033,0.00191783561361427,"Astrocytes","LTBP1"
"CALD1.4",9.37176251528272e-08,1.63430778460751,0.75,0.078,0.00194726481542544,"Astrocytes","CALD1"
"SNAPC3",1.34846485570734e-07,1.13519444085724,0.5,0.035,0.00280184027718872,"Astrocytes","SNAPC3"
"FHL1",3.22658294644127e-07,1.27461013370733,0.5,0.037,0.00670419404611566,"Astrocytes","FHL1"
"FARP1",9.08146056879195e-07,1.15624223543802,0.5,0.04,0.0188694587698359,"Astrocytes","FARP1"
"EPM2AIP1",2.09184208121071e-06,1.15262942941363,0.5,0.042,0.0434642947633962,"Astrocytes","EPM2AIP1"
"C6orf120",2.24180211863548e-06,0.944176359308445,0.5,0.042,0.046580164421008,"Astrocytes","C6orf120"
"C1S.1",3.66348871421386e-06,1.07886604952538,0.5,0.042,0.0761199685039357,"Astrocytes","C1S"
"LMCD1",4.7930407810254e-06,0.925912435878572,0.5,0.044,0.0995898013481458,"Astrocytes","LMCD1"
"TFB2M",8.70529371972768e-06,1.10880406309426,0.5,0.048,0.180878592908502,"Astrocytes","TFB2M"
"SDC2.1",8.93372248470453e-06,1.1552410418659,0.5,0.047,0.185624885787191,"Astrocytes","SDC2"
"COL6A1.2",9.01581236882457e-06,1.03650026315405,0.5,0.046,0.187330549399437,"Astrocytes","COL6A1"
"POSTN.2",1.23511680019529e-05,1.05275154178398,0.5,0.046,0.256632568744578,"Astrocytes","POSTN"
"PDLIM7",1.54258976188694e-05,1.06666399527738,0.5,0.05,0.320519300724868,"Astrocytes","PDLIM7"
"REV3L",2.08865492397235e-05,0.965760514897063,0.5,0.051,0.433980720102974,"Astrocytes","REV3L"
"COL6A2.2",2.89720561829374e-05,0.953195219694974,0.5,0.049,0.601981383369074,"Astrocytes","COL6A2"
"SPATC1L",3.0457583476691e-05,1.07192999545369,0.5,0.053,0.632847669478687,"Astrocytes","SPATC1L"
"SLC41A3",3.14401095767121e-05,1.10382579884455,0.5,0.054,0.653262596784924,"Astrocytes","SLC41A3"
"TAGLN",3.19552634379208e-05,1.47367562721304,0.5,0.054,0.663966463713119,"Astrocytes","TAGLN"
"CDC42EP3",3.82882644974663e-05,0.943478306572901,0.5,0.054,0.795553559728354,"Astrocytes","CDC42EP3"
"SAMD9",3.88556042064493e-05,0.946959043609048,0.5,0.054,0.807341744201605,"Astrocytes","SAMD9"
"MYL9.1",4.83333661243646e-05,1.28736168896554,0.5,0.056,1,"Astrocytes","MYL9"
"HIF1A",5.25068501665783e-05,1.2618528474324,0.75,0.14,1,"Astrocytes","HIF1A"
"LUM.2",5.56762544303125e-05,1.30986304702928,0.5,0.055,1,"Astrocytes","LUM"
"ABI2",8.17551373099108e-05,0.951893242178242,0.5,0.059,1,"Astrocytes","ABI2"
"ENPP2",9.42728061403345e-05,0.991925697714512,0.5,0.058,1,"Astrocytes","ENPP2"
"RPA1",0.000106253026296844,0.951520484061187,0.5,0.061,1,"Astrocytes","RPA1"
"DUSP22",0.000131181540440225,0.949450789797011,0.5,0.062,1,"Astrocytes","DUSP22"
"RBP1",0.000221572735309251,0.971366222940616,0.5,0.064,1,"Astrocytes","RBP1"
"TNRC6B",0.000224066652881182,1.17610150857389,0.75,0.161,1,"Astrocytes","TNRC6B"
"TUBA1A.4",0.000303440888588116,1.28387622892348,0.75,0.164,1,"Astrocytes","TUBA1A"
"CAV1.4",0.000307717662943124,1.02073016787256,0.5,0.066,1,"Astrocytes","CAV1"
"A2M.4",0.000406521187467503,0.830306806078716,0.5,0.065,1,"Astrocytes","A2M"
"SNRNP35",0.000451697756164109,1.10919853053966,0.5,0.075,1,"Astrocytes","SNRNP35"
"RP11-14N7.2",0.000451758408781527,0.885200765734205,0.5,0.072,1,"Astrocytes","RP11-14N7.2"
"DCN.2",0.000458524114269013,0.935666211806268,0.5,0.065,1,"Astrocytes","DCN"
"SPARC.4",0.000479493329042742,1.04915790485913,0.5,0.07,1,"Astrocytes","SPARC"
"TPM2.2",0.000487528832911673,1.20074116561838,0.5,0.075,1,"Astrocytes","TPM2"
"RIC8A",0.000570777170400809,1.0393886671852,0.5,0.077,1,"Astrocytes","RIC8A"
"CIRBP.7",0.000675279671019435,0.985020898581805,1,0.55,1,"Astrocytes","CIRBP"
"ZMYND8",0.000759118071576049,1.05040054257321,0.5,0.08,1,"Astrocytes","ZMYND8"
"ARID5B.1",0.000796334074115717,1.20529814725221,0.75,0.19,1,"Astrocytes","ARID5B"
"TLE4",0.00100535062680779,1.06587441091596,0.75,0.191,1,"Astrocytes","TLE4"
"FAM127A",0.00118994687348073,0.861592159819231,0.5,0.082,1,"Astrocytes","FAM127A"
"STARD3NL",0.00123012541532998,1.03959902847485,0.5,0.086,1,"Astrocytes","STARD3NL"
"GPCPD1",0.001332486378875,1.03258800679891,0.5,0.087,1,"Astrocytes","GPCPD1"
"CXCL14.2",0.00137234483977791,1.54721070797651,0.5,0.086,1,"Astrocytes","CXCL14"
"LGALS1.10",0.00177944144868294,1.25781659195849,0.75,0.208,1,"Astrocytes","LGALS1"
"SPARCL1.4",0.00180684694677914,1.00948576786455,0.5,0.081,1,"Astrocytes","SPARCL1"
"OSBPL8",0.0021781580873539,1.02232118397435,0.5,0.095,1,"Astrocytes","OSBPL8"
"CYR61",0.00227808146196934,0.977271102975319,0.5,0.092,1,"Astrocytes","CYR61"
"NEAT1.3",0.00253106219360211,-1.81658376981553,0,0.871,1,"Astrocytes","NEAT1"
"CMTM6.2",0.00271999030965418,1.0966232075803,0.75,0.238,1,"Astrocytes","CMTM6"
"CYSTM1.13",0.00319171090106799,-1.85154541233831,0,0.85,1,"Astrocytes","CYSTM1"
"SERPINH1.1",0.00360672732574091,0.832844594545784,0.5,0.098,1,"Astrocytes","SERPINH1"
"RARRES2.2",0.00364341105938933,0.9488627020209,0.5,0.095,1,"Astrocytes","RARRES2"
"GOT1",0.00377808541082846,0.914092800694586,0.5,0.103,1,"Astrocytes","GOT1"
"PALLD",0.00422725012232888,0.829136506175628,0.5,0.101,1,"Astrocytes","PALLD"
"COPS8",0.00437661975475015,1.01416911968206,0.5,0.108,1,"Astrocytes","COPS8"
"FBXO21",0.00453407897020323,0.834389798325385,0.5,0.103,1,"Astrocytes","FBXO21"
"SENP6",0.00475362694044661,0.885811783534114,0.5,0.106,1,"Astrocytes","SENP6"
"PRKCDBP",0.00528576533696786,0.964916961375671,0.5,0.11,1,"Astrocytes","PRKCDBP"
"SEPT11",0.00579125610005587,0.834253897800163,0.5,0.109,1,"Astrocytes","SEPT11"
"ENAH",0.00585803017096746,1.03021447315764,0.5,0.115,1,"Astrocytes","ENAH"
"MAP7D1",0.00593740448786469,0.868439077657682,0.5,0.11,1,"Astrocytes","MAP7D1"
"TPPP3",0.00600077880818892,0.936213006799371,0.5,0.11,1,"Astrocytes","TPPP3"
"EPHX1",0.00655104445781766,0.985420660273842,0.5,0.117,1,"Astrocytes","EPHX1"
"CHMP5.1",0.00680285446694791,1.08637322949722,0.75,0.322,1,"Astrocytes","CHMP5"
"DRAP1",0.00685199707147354,0.945474954240397,0.75,0.29,1,"Astrocytes","DRAP1"
"PMP22",0.00717903177392263,0.836313825026821,0.5,0.109,1,"Astrocytes","PMP22"
"PRNP",0.00722153858396107,0.91626216415554,0.5,0.112,1,"Astrocytes","PRNP"
"MTX2",0.00738236796106173,1.00260205682155,0.5,0.121,1,"Astrocytes","MTX2"
"NUPR1.1",0.00769683689027138,0.877477213898588,0.5,0.109,1,"Astrocytes","NUPR1"
"UBB",0.00776751982401784,-1.13204119128802,0.25,0.9,1,"Astrocytes","UBB"
"CSDE1",0.00826411420737004,0.989027439296646,0.75,0.347,1,"Astrocytes","CSDE1"
"RPLP0.4",0.00843728545750469,-1.14511644054628,0.25,0.871,1,"Astrocytes","RPLP0"
"TAGLN2.8",0.0089602325889469,-1.40468170589317,0,0.749,1,"Astrocytes","TAGLN2"
"SMARCC1",0.00903251627831213,0.857349508843936,0.5,0.121,1,"Astrocytes","SMARCC1"
"RPL28",0.00921354793171434,-0.822211998686657,0.5,0.932,1,"Astrocytes","RPL28"
"SMARCA5",0.00922479490604814,0.853271528654102,0.5,0.121,1,"Astrocytes","SMARCA5"
"CHCHD2.1",0.00948838594202527,-1.39593194103018,0,0.742,1,"Astrocytes","CHCHD2"
"EPAS1.1",0.00962254431498161,1.10348595420093,0.5,0.128,1,"Astrocytes","EPAS1"
"ACTN1",0.00970271953730407,0.904844729168416,0.5,0.126,1,"Astrocytes","ACTN1"
"DDX17",0.00989494331272235,0.954427181689135,0.75,0.352,1,"Astrocytes","DDX17"
"LTB",4.27081097879617e-136,1.39220584847451,0.595,0.02,8.87389105174269e-132,"CD4+ T-cells","LTB"
"CD2.1",6.6617590328413e-96,1.23862220564443,0.595,0.028,1.38418029184376e-91,"CD4+ T-cells","CD2"
"CD3D.1",8.51907640215175e-79,1.42026882561924,0.676,0.044,1.77009369483909e-74,"CD4+ T-cells","CD3D"
"KLRB1.2",4.55633184316924e-72,1.44464045926289,0.622,0.041,9.46714630373704e-68,"CD4+ T-cells","KLRB1"
"CD7.2",1.10945430802506e-47,1.16725743166115,0.541,0.046,2.30522416121448e-43,"CD4+ T-cells","CD7"
"GPR183.2",6.51158687333353e-45,1.0621771356112,0.514,0.044,1.35297752054124e-40,"CD4+ T-cells","GPR183"
"CD52.3",1.30027691638446e-40,1.32063708363334,0.703,0.091,2.70171537686362e-36,"CD4+ T-cells","CD52"
"SRGN.9",3.20506308599957e-35,1.45784303095612,0.865,0.172,6.6594800800899e-31,"CD4+ T-cells","SRGN"
"CXCR4.1",2.83890763426664e-33,1.28821905681342,0.541,0.067,5.89868228247922e-29,"CD4+ T-cells","CXCR4"
"CREM.2",7.09630908615624e-31,1.40911368990103,0.703,0.131,1.47447110192154e-26,"CD4+ T-cells","CREM"
"ARHGDIB.4",7.38378842037619e-27,1.22835908730978,0.676,0.132,1.53420355798576e-22,"CD4+ T-cells","ARHGDIB"
"S100A4.6",7.29256000943477e-26,1.41206836374839,0.784,0.199,1.51524811876036e-21,"CD4+ T-cells","S100A4"
"IL32.3",3.67264066600349e-21,1.20253218809178,0.865,0.32,7.63101277582206e-17,"CD4+ T-cells","IL32"
"RGS1.6",7.64642552382218e-20,1.1619700046652,0.595,0.127,1.58877429533977e-15,"CD4+ T-cells","RGS1"
"B2M.4",2.10664986691764e-17,0.379823954421396,1,0.987,4.37719709348147e-13,"CD4+ T-cells","B2M"
"EMP3.5",1.07712554570703e-16,0.982991107555231,0.568,0.143,2.23805145887006e-12,"CD4+ T-cells","EMP3"
"GSTP1.12",3.19541590210228e-15,-1.19180240999486,0.216,0.863,6.63943516138811e-11,"CD4+ T-cells","GSTP1"
"KRT8.14",3.46886923191643e-14,-1.27008009004789,0.189,0.839,7.20761649007596e-10,"CD4+ T-cells","KRT8"
"TSC22D3.5",4.07072489317028e-14,1.10763550510536,0.73,0.298,8.45815218302921e-10,"CD4+ T-cells","TSC22D3"
"CST3.7",1.91688781684639e-13,-1.21369329773168,0.135,0.811,3.98290950584342e-09,"CD4+ T-cells","CST3"
"CYSTM1.14",2.51758945851798e-13,-1.055392701077,0.324,0.85,5.23104737690866e-09,"CD4+ T-cells","CYSTM1"
"MALAT1.5",2.81497955503926e-13,0.298856819087117,1,0.993,5.84896451946057e-09,"CD4+ T-cells","MALAT1"
"AGR2.15",6.38540131863898e-13,-1.28358822313815,0.162,0.791,1.32675868598681e-08,"CD4+ T-cells","AGR2"
"EIF1.2",7.70128278916334e-13,0.347103500635211,0.973,0.914,1.60017253793236e-08,"CD4+ T-cells","EIF1"
"IFI27.13",1.28634284190657e-12,-1.22093038550628,0.162,0.79,2.67276315691348e-08,"CD4+ T-cells","IFI27"
"KRT18.12",1.62551942487685e-12,-1.26262513272952,0.108,0.751,3.37750426100911e-08,"CD4+ T-cells","KRT18"
"KRT19.15",2.11902065471426e-12,-1.16997188072346,0.216,0.792,4.4029011163653e-08,"CD4+ T-cells","KRT19"
"TMSB4X.7",2.29181440480931e-12,0.277715360357876,1,0.989,4.76193197031278e-08,"CD4+ T-cells","TMSB4X"
"SPINK1.16",2.45598957152203e-12,-1.3760610397234,0.108,0.733,5.10305513170848e-08,"CD4+ T-cells","SPINK1"
"VIM.12",2.54349330587138e-12,0.973825969771932,0.649,0.223,5.28487039093954e-08,"CD4+ T-cells","VIM"
"S100A6.11",5.12098302263408e-12,-0.580962676397412,0.757,0.965,1.06403785244291e-07,"CD4+ T-cells","S100A6"
"HLA-C.9",1.49355487277155e-11,0.545347594219445,0.946,0.756,3.10330831464473e-07,"CD4+ T-cells","HLA-C"
"HLA-B.7",1.50040304866923e-11,0.396402009645539,0.946,0.876,3.11753745452493e-07,"CD4+ T-cells","HLA-B"
"IER3.12",1.8246518357755e-11,-1.21019647792067,0.027,0.637,3.79126158437434e-07,"CD4+ T-cells","IER3"
"C19orf33.15",2.78639416700843e-11,-1.25001215511075,0.027,0.646,5.78956980021013e-07,"CD4+ T-cells","C19orf33"
"BTG1.4",5.04689550641989e-11,0.734203751144241,0.811,0.553,1.04864394832392e-06,"CD4+ T-cells","BTG1"
"RNASE1.13",6.9458083293254e-11,-1.22493817183691,0,0.599,1.44320005466723e-06,"CD4+ T-cells","RNASE1"
"S100P.15",1.05866575055981e-10,-1.19806394587678,0.162,0.713,2.19969569651318e-06,"CD4+ T-cells","S100P"
"SMIM22.13",1.27200767191331e-10,-1.10186297561541,0.081,0.68,2.64297754070148e-06,"CD4+ T-cells","SMIM22"
"TSPAN8.14",2.1264751981981e-10,-1.1924291449389,0.081,0.653,4.41839016681601e-06,"CD4+ T-cells","TSPAN8"
"RPL21",2.23263977090091e-10,0.275796422063617,0.973,0.927,4.63897891597791e-06,"CD4+ T-cells","RPL21"
"CLDN18.13",2.76549453874896e-10,-1.16788417515942,0.081,0.654,5.7461445526126e-06,"CD4+ T-cells","CLDN18"
"LYZ.12",4.92961430396079e-10,-0.929943477951973,0.378,0.849,1.02427526007697e-05,"CD4+ T-cells","LYZ"
"FXYD3.12",9.13309367385046e-10,-0.97937537471268,0.189,0.725,1.89767420355265e-05,"CD4+ T-cells","FXYD3"
"CTSE.15",2.88564466337101e-09,-1.04544937585254,0.054,0.596,5.99579248155229e-05,"CD4+ T-cells","CTSE"
"PHLDA2.13",3.6899087683859e-09,-1.05191528350135,0.054,0.583,7.66689243895222e-05,"CD4+ T-cells","PHLDA2"
"SFN.14",4.08310022914784e-09,-1.06130783513417,0.054,0.592,8.48386565612339e-05,"CD4+ T-cells","SFN"
"MGST3.9",4.77358026669055e-09,-0.972456905825317,0.027,0.576,9.91854507812963e-05,"CD4+ T-cells","MGST3"
"TFF1.14",8.77873057623137e-09,-1.01726033974703,0.459,0.844,0.000182404463912935,"CD4+ T-cells","TFF1"
"CA2.13",8.86673945269972e-09,-1.04987605557998,0.054,0.573,0.000184233112348195,"CD4+ T-cells","CA2"
"LGALS4.15",9.18007787070065e-09,-1.07213310793346,0.027,0.553,0.000190743657997418,"CD4+ T-cells","LGALS4"
"NQO1.12",9.82788093121076e-09,-0.951268818060392,0.054,0.582,0.000204203709988697,"CD4+ T-cells","NQO1"
"S100A14.14",1.30169920698535e-08,-1.07191757200672,0,0.506,0.000270467061227417,"CD4+ T-cells","S100A14"
"RHOB.10",2.92001286630718e-08,-0.894373691894293,0.027,0.54,0.000606720273361305,"CD4+ T-cells","RHOB"
"TXN.12",3.76906659554433e-08,-0.802238765729757,0.324,0.795,0.000783136657222202,"CD4+ T-cells","TXN"
"MT1E.13",3.94728526892269e-08,-0.998540531688573,0.054,0.543,0.000820166933176756,"CD4+ T-cells","MT1E"
"MUC1.13",4.46523195742276e-08,-0.975534381864537,0.108,0.601,0.000927785896113302,"CD4+ T-cells","MUC1"
"ELF3.14",5.0211916035668e-08,-0.888254892281535,0.108,0.646,0.00104330319138911,"CD4+ T-cells","ELF3"
"LGALS3BP.12",9.27787645013092e-08,-0.837965067066562,0.027,0.515,0.0019277571688082,"CD4+ T-cells","LGALS3BP"
"TM4SF1.12",1.19984971800428e-07,-0.900974407777231,0.081,0.588,0.00249304774406929,"CD4+ T-cells","TM4SF1"
"CD63.3",1.35134685172726e-07,-0.70145352487361,0.351,0.815,0.00280782848851891,"CD4+ T-cells","CD63"
"GPX2.15",2.84942029174498e-07,-0.871850083010787,0.081,0.563,0.00592052548218773,"CD4+ T-cells","GPX2"
"NEAT1.4",3.03607806281274e-07,-0.674565692989288,0.432,0.871,0.00630836299891232,"CD4+ T-cells","NEAT1"
"PPDPF.13",3.21927088969288e-07,-0.675613706071378,0.405,0.83,0.00668900105460387,"CD4+ T-cells","PPDPF"
"P4HB.11",3.43868388563162e-07,-0.804143753330275,0.108,0.623,0.00714489737756539,"CD4+ T-cells","P4HB"
"MUC5AC.15",4.10725627766412e-07,-0.914885272738276,0.297,0.688,0.00853405709373051,"CD4+ T-cells","MUC5AC"
"SCP2.10",4.31603099880228e-07,-0.772352016929539,0.108,0.585,0.00896784920931138,"CD4+ T-cells","SCP2"
"TMEM66.2",5.11169699688981e-07,0.712031208153771,0.649,0.446,0.0106210840201376,"CD4+ T-cells","TMEM66"
"PGC.11",6.89210429889723e-07,-0.895784810856892,0.243,0.691,0.0143204143122487,"CD4+ T-cells","PGC"
"VSIG2.15",7.00807850908071e-07,-0.78494926331775,0.108,0.555,0.0145613855261679,"CD4+ T-cells","VSIG2"
"ADIRF.13",7.98983935860096e-07,-0.89376105641462,0.054,0.505,0.0166012882193011,"CD4+ T-cells","ADIRF"
"TACSTD2.13",8.37759092577874e-07,-0.829149056693888,0.054,0.5,0.0174069584255831,"CD4+ T-cells","TACSTD2"
"CSTB.8",8.45745981274314e-07,-0.75823836580436,0.135,0.618,0.0175729099989177,"CD4+ T-cells","CSTB"
"PSAP.6",8.99602549886714e-07,-0.715211289782081,0.081,0.547,0.0186919417815462,"CD4+ T-cells","PSAP"
"TFF2.13",9.11971494279169e-07,-0.863071268429711,0.324,0.698,0.0189489437081326,"CD4+ T-cells","TFF2"
"LGALS3.10",1.01072490806332e-06,-0.835578338093016,0.135,0.583,0.0210008421397397,"CD4+ T-cells","LGALS3"
"KDELR2.10",1.66232678694517e-06,-0.696319572761503,0.081,0.517,0.0345398259791468,"CD4+ T-cells","KDELR2"
"ARL6IP1.7",2.0159286990594e-06,-0.708808807288852,0.108,0.572,0.0418869665090563,"CD4+ T-cells","ARL6IP1"
"HSP90B1.3",2.07994557793444e-06,-0.702642919242471,0.135,0.586,0.0432171092183218,"CD4+ T-cells","HSP90B1"
"MT-ND1.1",2.8785801501106e-06,-0.470955057806558,0.649,0.943,0.059811138358998,"CD4+ T-cells","MT-ND1"
"MT1G.14",2.92720753464206e-06,-0.887239230937484,0.135,0.531,0.0608215181547927,"CD4+ T-cells","MT1G"
"CYB5A.8",3.57248724970865e-06,-0.673874088981548,0.081,0.5,0.0742291400744463,"CD4+ T-cells","CYB5A"
"PHGR1.13",5.49006990521813e-06,-0.878810727405933,0.216,0.605,0.114072672490622,"CD4+ T-cells","PHGR1"
"CALR.4",6.14004780885475e-06,-0.662808063966655,0.108,0.551,0.127577913372384,"CD4+ T-cells","CALR"
"JUND.7",6.48077007532505e-06,-0.647751928481636,0.27,0.763,0.134657440625104,"CD4+ T-cells","JUND"
"NPC2.9",7.71868684729648e-06,-0.626168577333116,0.081,0.516,0.160378875313126,"CD4+ T-cells","NPC2"
"GKN2.14",8.84863113432627e-06,-0.989950490844689,0.135,0.505,0.183856857709031,"CD4+ T-cells","GKN2"
"PRDX1.5",9.89348153250533e-06,-0.672420959720186,0.189,0.638,0.205566759282396,"CD4+ T-cells","PRDX1"
"FKBP2.7",1.02705311523573e-05,-0.64092977911548,0.162,0.596,0.213401096283679,"CD4+ T-cells","FKBP2"
"BLOC1S1.9",1.05860719423415e-05,-0.63301634999092,0.108,0.542,0.219957402817971,"CD4+ T-cells","BLOC1S1"
"CALM1.3",1.0714626408238e-05,0.460614484909106,0.703,0.598,0.22262850751037,"CD4+ T-cells","CALM1"
"PRDX5.10",1.32633705778952e-05,-0.651086179205951,0.243,0.713,0.275586313867506,"CD4+ T-cells","PRDX5"
"ANXA10.13",1.45579613210121e-05,-0.70077994503534,0.135,0.515,0.30248532032799,"CD4+ T-cells","ANXA10"
"SPINT2.9",1.46075600394946e-05,-0.66245010690704,0.135,0.562,0.30351588250062,"CD4+ T-cells","SPINT2"
"ACTG1.10",1.55357977462414e-05,-0.39007495939294,0.676,0.911,0.322802805571405,"CD4+ T-cells","ACTG1"
"DSTN.8",1.60878962744735e-05,-0.631261821260876,0.189,0.627,0.334274308791011,"CD4+ T-cells","DSTN"
"PERP.11",2.24282042943359e-05,-0.623255210713776,0.108,0.505,0.466013228827712,"CD4+ T-cells","PERP"
"CD59.6",2.4893238645221e-05,-0.598111231594665,0.108,0.53,0.517231712570401,"CD4+ T-cells","CD59"
"HLA-A.4",3.12316301000723e-05,0.300294153039655,0.892,0.816,0.648930810219303,"CD4+ T-cells","HLA-A"
"ATPIF1.7",3.67126638439775e-05,-0.601557037452142,0.189,0.597,0.762815729350164,"CD4+ T-cells","ATPIF1"
"SHFM1.6",5.05042981083607e-05,-0.565173903553765,0.135,0.537,1,"CD4+ T-cells","SHFM1"
"ROMO1.8",6.41894697545948e-05,-0.560499200956693,0.135,0.533,1,"CD4+ T-cells","ROMO1"
"NDUFA3.5",6.91500157126413e-05,-0.54701511215662,0.135,0.517,1,"CD4+ T-cells","NDUFA3"
"NDUFB1.3",7.34707578517137e-05,-0.574836895866675,0.189,0.625,1,"CD4+ T-cells","NDUFB1"
"BSG.6",8.12366144074274e-05,-0.550374680565192,0.135,0.547,1,"CD4+ T-cells","BSG"
"ANXA2.9",8.29082448076041e-05,-0.592572856588744,0.297,0.669,1,"CD4+ T-cells","ANXA2"
"SQSTM1.7",9.12419517167468e-05,-0.561591817244448,0.216,0.61,1,"CD4+ T-cells","SQSTM1"
"EIF4G2.1",0.000151890410078669,-0.512506500552804,0.135,0.502,1,"CD4+ T-cells","EIF4G2"
"GKN1.13",0.000162424747842739,-0.843279807878685,0.243,0.57,1,"CD4+ T-cells","GKN1"
"POLR2L.2",0.000166073803207526,-0.554813279195896,0.297,0.734,1,"CD4+ T-cells","POLR2L"
"PDIA3.4",0.000181322248300952,-0.5089893115313,0.162,0.567,1,"CD4+ T-cells","PDIA3"
